order_id,customer_name,customer_email,phone_number,order_date,raw_address,product_category,product_price,quantity,order_status,payment_method
ORD-1365,N/A,burak.celik@gmail.com,0533 987 65 43,"Jan 15, 2024","Yıldırım, Bursa - 16300",home_decor,"15,000.00",100000,returned,CREDIT_CARD
ORD-1366,  ahmet YILMAZ ,N/A,5321234567,2024-04-05,"Çankaya, Ankara / 06540",Giyim,75.5,-5,returned,credit card
ORD-1367,N/A,zeynep.aksoy@outlook.com,0533 987 65 43,N/A,"Çankaya, Ankara / 06540",ELECTRONICS,FREE,5,shipped,cc
ORD-1368,Zeynep  AKSOY,emre.koc@gmail.com,532-111-2233,2024-13-45,Konak - İzmir - 35000,ELECTRONICS,"15,000.00",,1,EFT/Havale
ORD-1369,Deniz Yildiz,mehmet@yahoo,0500 000 00 00,2024-02-28,"Muratpaşa, Antalya",sports,75.5,-5,COMPLETED,EFT/Havale
ORD-1370,Deniz Yildiz,burak.celik@gmail.com,0(555) 444 33 22,15/01/2024,"Çankaya, Ankara / 06540",Elektronik, 2500 TL ,,COMPLETED,cash_on_delivery
#1371,Zeynep  AKSOY,caner@company.co.tr,532-111-2233,2024.01.15,Nilüfer / Bursa / 16140,sports, 2500 TL ,ten,99,EFT/Havale
ORD-1372,UNKNOWN,N/A,N/A,15-01-2024,Kadıköy / İstanbul / 34710,sports,N/A,ten,99,EFT/Havale
ORD-1373,fatma ARSLAN,invalid_email_format,invalid_phone,15-01-2024,Kadıköy / İstanbul / 34710,home_decor, 899.99 TL ,3,2,BANK_TRANSFER
1374,BURAK CELIK,,N/A,15/01/2024,N/A,electronics,FREE,5,3,Kapıda Ödeme
ORD-1375,  Mustafa Aydin  ,deniz.yildiz@gmail.com,invalid_phone,2024-02-28,N/A,sports,"1250,50 €",10,2,CREDIT_CARD
ORD-1376,UNKNOWN,ayse_demir@hotmail.com,+90 532 123 45 67,15-01-2024,"Muratpaşa, Antalya",electronics,"$1,250.50",3,99,havale
,Deniz Yildiz,N/A,,,  Sarıyer / İstanbul  ,Giyim,75.5,3,2,crypto
#1378,fatma ARSLAN,deniz.yildiz@gmail.com,532-111-2233,15-01-2024,"Çankaya, Ankara / 06540",Ev & Yaşam, 2500 TL ,NULL,CANCELLED,cc
ORD-1379,fatma ARSLAN,caner@company.co.tr,invalid_phone,9999-99-99,"Çankaya, Ankara / 06540",Ev & Yaşam,75.5,3,CANCELLED,CREDIT_CARD
ORD-1380,N/A,ayse_demir@hotmail.com,invalid_phone,15/01/2024,  ,Kitap,0.00,1,shipped,cc
ORD-1381,Ayşe Demir,ahmet.yilmaz@gmail.com,532-111-2233,N/A,Kadıköy / İstanbul / 34710,Elektronik, 899.99 TL ,5,99,crypto
ORD-1382,Selin Ozturk ,N/A,+905423332211,"Jan 15, 2024",Odunpazarı - Eskişehir,Elektronik,75.5,0,2,CREDIT_CARD
ORD-1383,CANER ERKIN,emre.koc@gmail.com,invalid_phone,15-01-2024,N/A,ELECTRONICS,N/A,,2,N/A
ORD-1384,BURAK CELIK,fatma@domain,5321234567,2024-01-15,  ,Kitap,"1250,50 €",5,3,havale
#1385,Selin Ozturk ,ayse_demir@hotmail.com,N/A,2024-13-45,"Çankaya, Ankara / 06540",home_decor,75.5,NULL,1,CREDIT_CARD
ORD-1386,  Mustafa Aydin  ,ahmet.yilmaz@gmail.com,0(555) 444 33 22,2024-01-15,  ,fashion,$45.90,-5,3,CREDIT_CARD
ORD-1387,fatma ARSLAN,emre.koc@gmail.com,invalid_phone,2024.01.15,Odunpazarı - Eskişehir,home_decor,$45.90,5,shipped,credit card
ORD-1388,UNKNOWN,caner@company.co.tr,0533 987 65 43,2024/03/10,Kadıköy / İstanbul / 34710,Elektronik,-100.00,NULL,1,Kapıda Ödeme
ORD-1389,Ayşe Demir,burak.celik@gmail.com,+905423332211,,Nilüfer / Bursa / 16140,fashion, 2500 TL ,NULL,returned,CREDIT_CARD
,CANER ERKIN,invalid_email_format,+905423332211,9999-99-99,Nilüfer / Bursa / 16140,Spor & Outdoor,0.00,ten,returned,cash_on_delivery
ORD-1391,UNKNOWN,burak.celik@gmail.com,0(555) 444 33 22,N/A,N/A,home_decor,"1250,50 €",1,COMPLETED,CREDIT_CARD
#1392,N/A,fatma@domain,5321234567,2024-13-45,Kadıköy / İstanbul / 34710,fashion,"$1,250.50",100000,COMPLETED,havale
ORD-1393,Ayşe Demir,invalid_email_format,,2024.01.15,  Sarıyer / İstanbul  ,FASHION,"$1,250.50",-5,shipped,credit card
ORD-1394,  ahmet YILMAZ ,invalid_email_format,,28/02/2024,Odunpazarı - Eskişehir,FASHION,75.5,2.0,2,crypto
ORD-1395,mehmet KAYA,,invalid_phone,15/01/2024,"Yıldırım, Bursa - 16300",Kitap,"$1,250.50",3,3,BANK_TRANSFER
1396,elIF Sahin ,elif.sahin@gmail.com,5321234567,,  Sarıyer / İstanbul  ,Spor & Outdoor,75.5,5,pending,N/A
ORD-1397,elIF Sahin ,invalid_email_format,0533 987 65 43,2024.01.15,Konak - İzmir - 35000,Kitap, 2500 TL ,-5,2,cc
ORD-1398,BURAK CELIK,burak.celik@gmail.com,5321234567,28/02/2024,"Çankaya, Ankara / 06540",Book,FREE,ten,returned,havale
#1399,BURAK CELIK,elif.sahin@gmail.com,0533 987 65 43,15/01/2024,Konak - İzmir - 35000,sports,N/A,,1,BANK_TRANSFER
ORD-1400,  Mustafa Aydin  ,caner@company.co.tr,532-111-2233,15/01/2024,"Muratpaşa, Antalya",fashion,$45.90,NULL,1,havale
ORD-1401,elIF Sahin ,mehmet@yahoo,+90 532 123 45 67,28/02/2024,  ,Book,75.5,NULL,CANCELLED,credit card
ORD-1402,BURAK CELIK,ayse_demir@hotmail.com,532-111-2233,15/01/2024,Kadıköy / İstanbul / 34710,electronics,-100.00,-5,CANCELLED,Kapıda Ödeme
,CANER ERKIN,,0533 987 65 43,9999-99-99,"Yıldırım, Bursa - 16300",Ev & Yaşam, 2500 TL ,1,2,BANK_TRANSFER
ORD-1404,,,0500 000 00 00,,Konak - İzmir - 35000,ELECTRONICS,FREE,2.0,1,N/A
ORD-1405,  ahmet YILMAZ ,mehmet@yahoo,N/A,28/02/2024,  Sarıyer / İstanbul  ,FASHION,"$1,250.50",3,COMPLETED,cc
#1406,CANER ERKIN,invalid_email_format,532-111-2233,15-01-2024,Nilüfer / Bursa / 16140,FASHION,"1250,50 €",1,CANCELLED,havale
1407,BURAK CELIK,zeynep.aksoy@outlook.com,,"Feb 28, 2024",Kadıköy / İstanbul / 34710,ELECTRONICS,N/A,3,3,Kapıda Ödeme
ORD-1408,N/A,,,2024.01.15,N/A,electronics,$45.90,5,returned,crypto
ORD-1409,Selin Ozturk ,burak.celik@gmail.com,5321234567,9999-99-99,N/A,fashion,$45.90,0,3,CREDIT_CARD
ORD-1410,CANER ERKIN,deniz.yildiz@gmail.com,0(555) 444 33 22,2024-01-15,Nilüfer / Bursa / 16140,electronics, 899.99 TL ,NULL,pending,EFT/Havale
ORD-1411,N/A,mehmet@yahoo,0533 987 65 43,2024.01.15,"Muratpaşa, Antalya",Ev & Yaşam,"15,000.00",1,CANCELLED,EFT/Havale
ORD-1412,  Mustafa Aydin  ,emre.koc@gmail.com,invalid_phone,2024-02-28,Konak - İzmir - 35000,Elektronik,-100.00,,pending,cash_on_delivery
#1413,,deniz.yildiz@gmail.com,+90 532 123 45 67,N/A,Odunpazarı - Eskişehir,Kitap,0.00,-5,CANCELLED,N/A
ORD-1414,fatma ARSLAN,elif.sahin@gmail.com,532-111-2233,"Feb 28, 2024",Kadıköy / İstanbul / 34710,ELECTRONICS,"$1,250.50",ten,CANCELLED,CREDIT_CARD
ORD-1415,fatma ARSLAN,burak.celik@gmail.com,+90 532 123 45 67,2024-02-28,"Yıldırım, Bursa - 16300",home_decor,"1250,50 €",5,3,cash_on_delivery
,  ahmet YILMAZ ,ahmet.yilmaz@gmail.com,532-111-2233,9999-99-99,Konak - İzmir - 35000,ELECTRONICS,"15,000.00",5,2,cash_on_delivery
ORD-1417,emre KOC,,invalid_phone,9999-99-99,"Çankaya, Ankara / 06540",fashion,N/A,5,3,cc
1418,emre KOC,zeynep.aksoy@outlook.com,0500 000 00 00,2024-13-45,Odunpazarı - Eskişehir,Elektronik,75.5,NULL,pending,BANK_TRANSFER
ORD-1419,Deniz Yildiz,deniz.yildiz@gmail.com,532-111-2233,28/02/2024,Nilüfer / Bursa / 16140,Spor & Outdoor,75.5,0,3,cc
#1420,emre KOC,ahmet.yilmaz@gmail.com,N/A,28/02/2024,"Yıldırım, Bursa - 16300",electronics,"1250,50 €",,pending,EFT/Havale
ORD-1421,N/A,,N/A,15/01/2024,  ,Elektronik,FREE,2.0,CANCELLED,cash_on_delivery
ORD-1422,CANER ERKIN,mehmet@yahoo,0533 987 65 43,2024-04-05,Odunpazarı - Eskişehir,FASHION,"$1,250.50",0,CANCELLED,BANK_TRANSFER
ORD-1423,emre KOC,ayse_demir@hotmail.com,5321234567,15-01-2024,"Çankaya, Ankara / 06540",Spor & Outdoor,"$1,250.50",1,COMPLETED,N/A
ORD-1424,emre KOC,zeynep.aksoy@outlook.com,532-111-2233,28/02/2024,  ,Giyim,FREE,NULL,COMPLETED,credit card
ORD-1425,  Mustafa Aydin  ,burak.celik@gmail.com,N/A,2024-13-45,"Muratpaşa, Antalya",Elektronik, 899.99 TL ,2.0,1,havale
ORD-1426,  ahmet YILMAZ ,caner@company.co.tr,+905423332211,15/01/2024,"Çankaya, Ankara / 06540",fashion,"1250,50 €",3,3,credit card
#1427,fatma ARSLAN,ayse_demir@hotmail.com,5321234567,9999-99-99,"Yıldırım, Bursa - 16300",FASHION,75.5,1,COMPLETED,cc
ORD-1428,UNKNOWN,zeynep.aksoy@outlook.com,532-111-2233,2024-01-15,"Çankaya, Ankara / 06540",fashion,-100.00,ten,COMPLETED,crypto
1429,emre KOC,N/A,,15-01-2024,Nilüfer / Bursa / 16140,Ev & Yaşam,-100.00,2.0,1,Kapıda Ödeme
ORD-1430,UNKNOWN,fatma@domain,0500 000 00 00,"Jan 15, 2024",Kadıköy / İstanbul / 34710,fashion,"$1,250.50",3,2,havale
ORD-1431,  Mustafa Aydin  ,,N/A,"Feb 28, 2024","Muratpaşa, Antalya",ELECTRONICS,"$1,250.50",ten,3,havale
ORD-1432,Ayşe Demir,burak.celik@gmail.com,0533 987 65 43,15-01-2024,  Sarıyer / İstanbul  ,FASHION, 899.99 TL ,100000,shipped,credit card
ORD-1433,Deniz Yildiz,fatma@domain,invalid_phone,"Jan 15, 2024",Odunpazarı - Eskişehir,Giyim,FREE,-5,returned,CREDIT_CARD
#1434,elIF Sahin ,burak.celik@gmail.com,0500 000 00 00,15-01-2024,"Muratpaşa, Antalya",Ev & Yaşam,0.00,1,3,credit card
ORD-1435,Ayşe Demir,,5321234567,,N/A,Giyim,0.00,ten,99,CREDIT_CARD
ORD-1436,  Mustafa Aydin  ,zeynep.aksoy@outlook.com,,28/02/2024,N/A,sports, 899.99 TL ,,CANCELLED,N/A
ORD-1437,elIF Sahin ,ayse_demir@hotmail.com,invalid_phone,2024-04-05,Kadıköy / İstanbul / 34710,Book,0.00,NULL,3,credit card
ORD-1438,Selin Ozturk ,burak.celik@gmail.com,532-111-2233,"Jan 15, 2024","Muratpaşa, Antalya",home_decor,"1250,50 €",1,COMPLETED,credit card
ORD-1439,Deniz Yildiz,zeynep.aksoy@outlook.com,0(555) 444 33 22,2024-04-05,Konak - İzmir - 35000,Kitap,N/A,5,2,credit card
1440,Zeynep  AKSOY,fatma@domain,invalid_phone,2024/03/10,Odunpazarı - Eskişehir,Ev & Yaşam,"15,000.00",10,1,EFT/Havale
#1441,UNKNOWN,fatma@domain,invalid_phone,15/01/2024,  Sarıyer / İstanbul  ,Elektronik,"1250,50 €",,2,credit card
,UNKNOWN,emre.koc@gmail.com,0533 987 65 43,,Nilüfer / Bursa / 16140,Book,FREE,3,shipped,Kapıda Ödeme
ORD-1443,Deniz Yildiz,burak.celik@gmail.com,N/A,9999-99-99,  ,electronics,"1250,50 €",0,COMPLETED,cc
ORD-1444,UNKNOWN,deniz.yildiz@gmail.com,invalid_phone,2024-01-15,  Sarıyer / İstanbul  ,fashion,75.5,ten,1,N/A
ORD-1445,,elif.sahin@gmail.com,5321234567,2024-01-15,Odunpazarı - Eskişehir,Ev & Yaşam,N/A,0,returned,credit card
ORD-1446,  Mustafa Aydin  ,invalid_email_format,532-111-2233,15-01-2024,  ,fashion,N/A,3,2,BANK_TRANSFER
ORD-1447,BURAK CELIK,invalid_email_format,invalid_phone,N/A,  ,Book,FREE,1,99,cc
#1448,Ayşe Demir,elif.sahin@gmail.com,,28/02/2024,Konak - İzmir - 35000,Book,0.00,1,3,BANK_TRANSFER
ORD-1449,,invalid_email_format,+90 532 123 45 67,2024.01.15,Kadıköy / İstanbul / 34710,FASHION,"$1,250.50",5,CANCELLED,havale
ORD-1450,CANER ERKIN,burak.celik@gmail.com,,28/02/2024,"Çankaya, Ankara / 06540",sports,"$1,250.50",ten,pending,N/A
1451,UNKNOWN,burak.celik@gmail.com,532-111-2233,2024-04-05,  ,Kitap,"15,000.00",5,pending,cc
ORD-1452,  Mustafa Aydin  ,elif.sahin@gmail.com,0533 987 65 43,15-01-2024,Kadıköy / İstanbul / 34710,Giyim,"$1,250.50",-5,CANCELLED,BANK_TRANSFER
ORD-1453,Deniz Yildiz,invalid_email_format,0(555) 444 33 22,15-01-2024,  Sarıyer / İstanbul  ,Book,"$1,250.50",100000,1,N/A
ORD-1454,,mehmet@yahoo,532-111-2233,9999-99-99,Kadıköy / İstanbul / 34710,home_decor,N/A,,shipped,havale
#1455,Zeynep  AKSOY,zeynep.aksoy@outlook.com,5321234567,"Feb 28, 2024",Nilüfer / Bursa / 16140,home_decor, 899.99 TL ,0,99,EFT/Havale
ORD-1456,Zeynep  AKSOY,deniz.yildiz@gmail.com,0533 987 65 43,2024-01-15,N/A,sports,FREE,NULL,shipped,havale
ORD-1457,Deniz Yildiz,ayse_demir@hotmail.com,0500 000 00 00,15/01/2024,Odunpazarı - Eskişehir,Ev & Yaşam,9999999.99,5,shipped,havale
ORD-1458,Deniz Yildiz,N/A,+905423332211,2024.01.15,Konak - İzmir - 35000,Book,-100.00,1,COMPLETED,cash_on_delivery
ORD-1459,Deniz Yildiz,mehmet@yahoo,+90 532 123 45 67,2024-13-45,  ,Ev & Yaşam,N/A,3,COMPLETED,Kapıda Ödeme
ORD-1460,emre KOC,ahmet.yilmaz@gmail.com,N/A,N/A,"Yıldırım, Bursa - 16300",home_decor,FREE,ten,99,N/A
ORD-1461,,,5321234567,2024/03/10,Nilüfer / Bursa / 16140,Elektronik,9999999.99,NULL,3,havale
#1462,Ayşe Demir,burak.celik@gmail.com,532-111-2233,N/A,Nilüfer / Bursa / 16140,Spor & Outdoor,"15,000.00",-5,pending,credit card
ORD-1463,N/A,caner@company.co.tr,0(555) 444 33 22,N/A,Nilüfer / Bursa / 16140,Giyim,FREE,5,shipped,EFT/Havale
ORD-1464,elIF Sahin ,burak.celik@gmail.com,0533 987 65 43,"Feb 28, 2024",Kadıköy / İstanbul / 34710,sports,0.00,,2,N/A
ORD-1465,,invalid_email_format,,15/01/2024,  Sarıyer / İstanbul  ,Book,N/A,3,1,cc
ORD-1466,mehmet KAYA,invalid_email_format,5321234567,28/02/2024,"Yıldırım, Bursa - 16300",FASHION,"1250,50 €",5,3,credit card
ORD-1467,BURAK CELIK,caner@company.co.tr,532-111-2233,2024-02-28,Kadıköy / İstanbul / 34710,electronics, 899.99 TL ,0,CANCELLED,cc
,UNKNOWN,emre.koc@gmail.com,532-111-2233,"Feb 28, 2024","Çankaya, Ankara / 06540",Elektronik,0.00,3,COMPLETED,Kapıda Ödeme
#1469,Zeynep  AKSOY,burak.celik@gmail.com,invalid_phone,2024-01-15,Kadıköy / İstanbul / 34710,Book,-100.00,5,1,cash_on_delivery
ORD-1470,Selin Ozturk ,fatma@domain,0(555) 444 33 22,2024-01-15,Kadıköy / İstanbul / 34710,sports,75.5,ten,CANCELLED,cash_on_delivery
ORD-1471,elIF Sahin ,mehmet@yahoo,0533 987 65 43,28/02/2024,N/A,Kitap,N/A,-5,2,CREDIT_CARD
ORD-1472,elIF Sahin ,elif.sahin@gmail.com,0500 000 00 00,N/A,N/A,Kitap,"15,000.00",5,COMPLETED,cc
1473,CANER ERKIN,burak.celik@gmail.com,5321234567,,"Muratpaşa, Antalya",Elektronik,$45.90,1,CANCELLED,BANK_TRANSFER
ORD-1474,emre KOC,mehmet@yahoo,0(555) 444 33 22,N/A,Kadıköy / İstanbul / 34710,Kitap,"15,000.00",-5,2,cash_on_delivery
ORD-1475,emre KOC,,+90 532 123 45 67,28/02/2024,Nilüfer / Bursa / 16140,Book,0.00,1,1,credit card
#1476,Deniz Yildiz,ahmet.yilmaz@gmail.com,+90 532 123 45 67,N/A,"Çankaya, Ankara / 06540",Giyim, 899.99 TL ,3,2,crypto
ORD-1477,elIF Sahin ,burak.celik@gmail.com,532-111-2233,2024.01.15,Kadıköy / İstanbul / 34710,Ev & Yaşam,$45.90,100000,2,crypto
ORD-1478,elIF Sahin ,deniz.yildiz@gmail.com,N/A,N/A,Konak - İzmir - 35000,Giyim, 2500 TL ,NULL,2,havale
ORD-1479,Ayşe Demir,emre.koc@gmail.com,0533 987 65 43,"Feb 28, 2024","Muratpaşa, Antalya",Kitap,-100.00,0,99,BANK_TRANSFER
ORD-1480,CANER ERKIN,N/A,invalid_phone,15-01-2024,Konak - İzmir - 35000,electronics,"15,000.00",10,CANCELLED,N/A
,CANER ERKIN,invalid_email_format,+90 532 123 45 67,2024-01-15,"Çankaya, Ankara / 06540",ELECTRONICS,0.00,100000,returned,cc
ORD-1482,Ayşe Demir,emre.koc@gmail.com,,15/01/2024,"Çankaya, Ankara / 06540",Ev & Yaşam,9999999.99,ten,returned,havale
#1483,elIF Sahin ,burak.celik@gmail.com,+90 532 123 45 67,15/01/2024,Konak - İzmir - 35000,electronics,N/A,5,pending,Kapıda Ödeme
1484,emre KOC,ayse_demir@hotmail.com,0533 987 65 43,2024-04-05,Kadıköy / İstanbul / 34710,electronics,"1250,50 €",100000,3,cash_on_delivery
ORD-1485,CANER ERKIN,burak.celik@gmail.com,N/A,15-01-2024,"Çankaya, Ankara / 06540",fashion,FREE,-5,2,Kapıda Ödeme
ORD-1486,Zeynep  AKSOY,burak.celik@gmail.com,+905423332211,2024-04-05,  Sarıyer / İstanbul  ,Spor & Outdoor, 899.99 TL ,3,3,credit card
ORD-1487,mehmet KAYA,N/A,+90 532 123 45 67,2024-04-05,Konak - İzmir - 35000,ELECTRONICS,$45.90,,returned,EFT/Havale
ORD-1488,Deniz Yildiz,burak.celik@gmail.com,532-111-2233,9999-99-99,  Sarıyer / İstanbul  ,fashion,0.00,1,3,N/A
ORD-1489,,burak.celik@gmail.com,0533 987 65 43,28/02/2024,  ,electronics, 2500 TL ,0,pending,CREDIT_CARD
#1490,emre KOC,,,,"Yıldırım, Bursa - 16300",Spor & Outdoor,0.00,ten,pending,crypto
ORD-1491,fatma ARSLAN,N/A,N/A,15/01/2024,  Sarıyer / İstanbul  ,sports,75.5,ten,returned,cash_on_delivery
ORD-1492,Deniz Yildiz,,invalid_phone,"Jan 15, 2024",N/A,Kitap,"$1,250.50",1,3,crypto
ORD-1493,  Mustafa Aydin  ,burak.celik@gmail.com,0500 000 00 00,2024-04-05,Konak - İzmir - 35000,ELECTRONICS, 899.99 TL ,5,CANCELLED,cash_on_delivery
,elIF Sahin ,ahmet.yilmaz@gmail.com,,2024.01.15,N/A,sports,$45.90,3,CANCELLED,credit card
1495,BURAK CELIK,burak.celik@gmail.com,N/A,"Feb 28, 2024","Çankaya, Ankara / 06540",FASHION, 899.99 TL ,5,2,N/A
ORD-1496,emre KOC,,+90 532 123 45 67,15/01/2024,  Sarıyer / İstanbul  ,Giyim,"$1,250.50",NULL,99,CREDIT_CARD
#1497,  Mustafa Aydin  ,ayse_demir@hotmail.com,N/A,9999-99-99,Nilüfer / Bursa / 16140,Book,"15,000.00",ten,returned,cash_on_delivery
ORD-1498,CANER ERKIN,ahmet.yilmaz@gmail.com,0(555) 444 33 22,2024-04-05,  ,fashion,"15,000.00",,returned,cash_on_delivery
ORD-1499,emre KOC,burak.celik@gmail.com,0533 987 65 43,15/01/2024,"Muratpaşa, Antalya",electronics,FREE,5,shipped,crypto
ORD-1500,fatma ARSLAN,caner@company.co.tr,0533 987 65 43,2024-01-15,Konak - İzmir - 35000,FASHION,"1250,50 €",3,2,havale
